cleaned_first_batch
Business Name,Average Rating,Review Grade,Title,Review,Rating,Time,Review Count,Country,Status,Month,Month Numbers,Years
THEKULT.COM,3.8,Great,The first time I ordered the product,"The first time I ordered the product, I was so pleased knowing the product I've got is authentic. So I ordered once more expecting to receive the same product quality, but to my dismay the perfume has this strong alcoholic scent. I still have the product though.",4,11-Mar-20,1,PH,Invited,Mar,3,2020
Flowerstore.ph,4.0,Great,The first time I ordered was perfect!,"The first time I ordered was perfect!! But the 2nd time, it was delivered too early and the flower is nit fresh",5,18-Feb-20,1,PH,Invited,Feb,2,2020
Flowerstore.ph,4.0,Great,Make or Break on the First Time?,"The first time is always a make or break time. And Flowerstore certainly made it on my first time! The online purchase was quick and easy. I got confirmation via email, text message and a call right away. The flowers were even delivered 30 minutes before the agreed delivery time!Thank you, Flowerstore!",5,18-Jul-18,1,PH,Verified,Jul,7,2018
Philippine Airlines,1.4,Bad,The flight Stated in Bacolod City…,"The flight Stated in Bacolod City Negros Occidental Philippines.My wife and I boarded what they call a sweeper flight because of Covi19.The plane was very late and was fully packed and the atmosphere was tense and understandably so because of the situation and  reminds me of a bad movie. The flight attendants were so poorly trained and this did not help the situation. The front pocket of my seat was full of used tissue - a very dangerous thing under this circumstances. It appears that the plane was not cleaned prior to our boarding based on how dirty the washroom were. When we arrive in Manila there was Chaos in their shuttle bus, no one was in charge - no social distancing from plane and shuttle service; we all are shoulder to shoulder.When we finally boarded the plane to Los Angeles (late of course) and it was also packed that I prayed I hope I do not catch the virus here. Again the plain did not appear clean as I observed the galley and the washrooms. Very minimal (bad food) was served and forget about asking the attendants for help = they are usually sitting down at the rear of the plane.The washrooms were never cleaned during the duration of the flight so I leave that smell to your imagination. In my years of flying this is the first time I would like to kiss the grounds at LAX and just go home. Then the next thing I have to worry about not catching the virus from this very unsafe plane ride - what a nightmare that my wife was not able to sleep well for 3 weeks.I hope this experience will not happen to any human being!!!",1,14-Jul-20,2,US,NULL,Jul,7,2020
Sendflowerstophilippines,4.2,Great,The florist did not deliver the bear…,The florist did not deliver the bear that was on the website that I ordered. They delivered a rainbow colored bear and I ordered a Brown bear.  I revieved no notification on the switch and really wanted the brown bear!,3,7-Sep-21,2,US,Invited,Sep,9,2021
Flowerstore.ph,4.0,Great,I recommend but please take note that.....,"The flower are fresh the product is similar to what was in the website. The only complain is that the delivery was late. It was for a suprise for our boss for her work anniversary. Despite the delay, I would still recommend Flowerstore fro Flower Delivery.",4,1-Oct-18,1,PH,Invited,Oct,10,2018
Sendflowerstophilippines,4.2,Great,The flower arrangement that was…,The flower arrangement that was delivered was gorgeous!  Thank you!!!,5,5-Aug-21,1,US,Invited,Aug,8,2021
Flowerstore.ph,4.0,Great,HIGHLY RECOMMENDED,"The flower arrangement was so beautiful, elegant, and affordable! My boss loved it. I also commend the customer service. I informed them that my boss will leave the office after 1pm and they did deliver the flowers earlier than the original sched.",5,26-Jun-20,1,PH,Invited,Jun,6,2020
Flowerstore.ph,4.0,Great,The flower arrangement was superb,The flower arrangement was superb! elegant as always.,5,12-May-21,1,PH,Invited,May,5,2021
Flowerstore.ph,4.0,Great,The flower bouquet are nicely prepared…,The flower bouquet are nicely prepared and packaged. It’s very affordable. Every purchase is definitely worth every cent and value for money.,5,"Updated Feb 19, 2020",1,PH,Updated,Feb,2,2020
Flowerstore.ph,4.0,Great,CORRECT ITEM BUT WRONG CARD,"The flower box was correct, however, the card that came with it was for a different order.",4,14-Feb-20,1,PH,NULL,Feb,2,2020
Flowerstore.ph,4.0,Great,The flower delivery is on time,"The flower delivery is on time. When they say that it will be delivered before 5pm, it was indeed before 5pm. I will definitely order again! Thank you flowerstore.ph",5,8-Oct-18,1,PH,Invited,Oct,10,2018
Flowerstore.ph,4.0,Great,The flower looks good,The flower looks good. The order that made came in a box which is a plus point for me as it protects the flower.,5,18-Feb-20,1,PH,Invited,Feb,2,2020
Flowerstore.ph,4.0,Great,The flower was beautifull and well…,"The flower was beautifull and well decorated, Had a smooth transaction with the seller but they didnt write my Birthday message to the bouque and I just figure it out the very last minute",4,29-Oct-18,1,IT,Verified,Oct,10,2018
Flowerstore.ph,4.0,Great,The flowers I ordered are beautiful .,The flowers I ordered are beautiful .. my girlfriend love it. <3 And you always deliver it on time as promised.Thank you Flowerstore.ph!,5,18-Feb-20,1,PH,Invited,Feb,2,2020
Sendflowerstophilippines,4.2,Great,The flowers I ordered arrived on time…5 star service,The flowers I ordered arrived on time even though the country was experiencing a typhoon very very impressed with the service Definitely deserves a 5 star rating 👌⭐⭐⭐⭐⭐,5,18-Dec-21,2,GB,Invited,Dec,12,2021
Flowerstore.ph,4.0,Great,The flowers I ordered was at 1pm,"The flowers I ordered was at 1pm. It says in the add that it will be delivered within the day. I was askes what time it should be delivered via website. I indicated 4pm to 7pm. It did not arrive on the said time. I had to take the initiative to email the company as I was not even informed. What type of customer service is this?! Have the initiative to inform your customer! Poor service! After my email they called me,It was mentioned thay it will be delivered within the day and could not provide a time due to traffic. Since the person i had sent the flowers to already left. I had requested the person to deliver the flowers to my office instead. The delivery guy came at 10:45pm from Lala move using a motorcycle. When asked why it took them so long to deliver the flowers. He mentioned that flower was given to him to deliver at 8pm only. From Makati to BGC? Seriously?! If your company cannot commit on the time have the balls to take ownership and inform your customer. Also update your mobile numbers indicated on your email confirmation as both numbers are unavailable. You have deceived your customer in all aspect. Please include integrity and ownership in your company values. Thats if you have one!",1,1-Dec-18,1,PH,Verified,Dec,12,2018
Sendflowerstophilippines,4.2,Great,Five stars every time,The flowers and cake were wonderful. It’s a shame that the picture of the teddy didn’t match up to what was ordered but the recipient loved it. Thanks so much,5,26-Oct-21,1,GB,Invited,Oct,10,2021
Flowerstore.ph,4.0,Great,Loved it!,The flowers and the arrangement were beautiful. The delivery was on time as well. The person I gave the flowers was very happy. I will definitely order again in your store. Keep it up!,5,5-Oct-18,1,PH,Verified,Oct,10,2018
Flowerstore.ph,4.0,Great,The flowers are beautiful  and it was…,The flowers are beautiful  and it was well pack my mom love it. God bless you and im looking forward to order again thank you,5,12-May-21,1,PH,Invited,May,5,2021
Flowerstore.ph,4.0,Great,The flowers are beautiful and fresh…,The flowers are beautiful and fresh just like what they advertised. Get what I paid for <3 Definitely will order again.,5,18-Feb-21,1,PH,NULL,Feb,2,2021
Flowerstore.ph,4.0,Great,Exceed my expectations,The flowers are beautiful and the recepient loved it. Fast delivery. Thank you.,5,4-Oct-18,1,PH,Invited,Oct,10,2018
Flowerstore.ph,4.0,Great,Fast Delivery and Good Quality,The flowers are delivered fast and  in good condition,5,10-Mar-21,1,PH,Invited,Mar,3,2021
Flowerstore.ph,4.0,Great,Amazing quality!,"The flowers are excellent, and though the delivery failed at first, the team ensured my delivered was dispatched again immediately and found their way to my partner :)",5,6-Jan-20,1,AU,NULL,Jan,1,2020
Flowerstore.ph,4.0,Great,The flowers are great but the delivery…,The flowers are great but the delivery time sometimes is awful.,5,28-Jun-21,1,PH,Invited,Jun,6,2021
Flowerstore.ph,4.0,Great,Birthday Surprise Achieved,"The flowers are handled very well upon delivery. Good quality flowers and very nice packaging. The delivery staff is patient in navigating his way to our home, even if he got lost at first. Our birthday surprised achieved! A very satisfied customer here. Flowerstore.ph is Highly recommended.",5,"Updated Dec 8, 2020",1,PH,Updated,Dec,12,2020
Flowerstore.ph,4.0,Great,The flowers are nice and has beautiful…,The flowers are nice and has beautiful arrangements. The staffs are very accomodating as well. Will definitely order again in the future.,5,10-Nov-21,1,PH,Invited,Nov,11,2021
Flowerstore.ph,4.0,Great,The flowers are unquestionably great,The flowers are unquestionably great! I had a very smooth transaction and service with the team. Thanks to Cath as well who helped me with my inquiries and for bringing my ideas into a masterpiece!,5,1-Nov-19,1,PH,NULL,Nov,11,2019
Flowerstore.ph,4.0,Great,The flowers arrived 45 minutes later…,"The flowers arrived 45 minutes later than I requested. Nevertheless, the quality of the flowers is very good! My girlfriend liked it very much :)",4,1-Oct-18,1,IN,Invited,Oct,10,2018
Flowerstore.ph,4.0,Great,The flowers arrived fresh and nicely…,The flowers arrived fresh and nicely packed. The bouquet was arranged beautifully.,5,26-Feb-20,1,PH,Invited,Feb,2,2020
Flowerstore.ph,4.0,Great,We will spread the word about your great service,The flowers arrived in great condition and was delivered on time even after ordering it on a very short notice. Thank you very much Flowerstore.ph.Recommended for sure. - Jen,5,"Updated Nov 19, 2020",1,US,Updated,Nov,11,2020
Flowerstore.ph,4.0,Great,Very Lovely~,The flowers arrived late but they were beautiful! My friend liked it and definitely going to order again.,4,9-Oct-18,1,PH,Verified,Oct,10,2018
Sendflowerstophilippines,4.2,Great,The flowers arrived on time looking...Fresh and beautiful.,The flowers arrived on time looking fresh picked and the candy selection was great!  The recipient was thrilled.  Salamat po.,5,12-Jul-21,1,US,Invited,Jul,7,2021
Flowerstore.ph,4.0,Great,My Forever Favorite Flower Shop,"The flowers arrived safely and in top condition! :DI am really impressed that even if the flowers were packed in the box, the quality didn't get affected (not even a petal fell apart).Flowerstore.ph will forever be my favorite/go-to flower shop! Thank you so much!",5,14-Aug-21,1,PH,Invited,Aug,8,2021
Flowerstore.ph,4.0,Great,The flowers came but the other guy took…,The flowers came but the other guy took my girlfriend away.. So sad! Flowerstore numbawan! :),5,17-Feb-20,1,PH,NULL,Feb,2,2020
Flowerstore.ph,4.0,Great,Just what I need,The flowers delivered were all in excellent condition. I'll definitely order again. A++ for presentation and delivered on time.,5,13-May-21,1,GB,Invited,May,5,2021
Flowerstore.ph,4.0,Great,Perfect!,The flowers look amazing in real life as in your photos! Delivery was flawless and packaged well so it won’t be ruined. Would surely order next time! Thank you!,5,"Updated Jul 24, 2019",1,PH,Updated,Jul,7,2019
Flowerstore.ph,4.0,Great,Was able to turn a bad start into a great experience,"The flowers look super nice though they are a bit smaller than we expected. Regardless, they delivered it in good condition. The balloon and cake were also in good condition. I was really irritated at first because of the lack of response in FB and their contact numbers cannot be reached. They could improve on their correspondence with the customers in Facebook by replying quicker and not entirely relying on the bot for auto-replies. Their contact numbers need to be fixed or replaced too. However, when we were finally able to reach them, they were super duper accommodating, polite and provided good reassurance. I’d like to especially mention Kris from the Davao branch for assisting us graciously for our gift delivery in Manila. Will definitely order again. Thank you so much!",4,11-Jun-20,1,PH,NULL,Jun,6,2020
Flowerstore.ph,4.0,Great,The flowers were arranged in a simple…,The flowers were arranged in a simple way yet elegant looking. It was also delivered carefully and my whole transaction with the seller was easy and fast.,5,6-Mar-21,1,PH,Invited,Mar,3,2021
Flowerstore.ph,4.0,Great,The flowers were beautiful,The flowers were beautiful and carefully packed. Delivery was fast too -- I used same day delivery and it took 2.5 hours from order to delivery.,5,10-Dec-21,1,PH,Invited,Dec,12,2021
Flowerstore.ph,4.0,Great,The flowers were great!,The flowers were beautiful! We also appreciate the very fast response from you and the early delivery. Thank you so much!,5,13-Aug-20,1,PH,NULL,Aug,8,2020
Flowerstore.ph,4.0,Great,Excellent Service,The flowers were beautiful. Prompt excellent service. Thanks!,5,6-Dec-19,1,PH,NULL,Dec,12,2019
Flowerstore.ph,4.0,Great,The flowers were beautifully arranged,"The flowers were beautifully arranged, securely packed, and delivered right on schedule. The store representatives were also responsive to queries. Very happy with their top quality products and excellent service!",5,22-Mar-21,1,PH,Invited,Mar,3,2021
Flowerstore.ph,4.0,Great,The flowers were delivered just as they…,The flowers were delivered just as they said they would.  Thank you because the recipient was very thrilled!,4,1-Oct-18,1,PH,Invited,Oct,10,2018
Sendflowerstophilippines,4.2,Great,Beautiful flowers and delivered on time,The flowers were delivered on time and they are beautiful my fiancé loves them. I want to thank everybody at send flowers to philippines.net for the beautiful flowers.,5,6-Sep-21,1,US,Invited,Sep,9,2021
Sendflowerstophilippines,4.2,Great,The flowers were delivered timely and…,The flowers were delivered timely and my fiancee was very pleased.,5,14-Dec-21,1,US,Invited,Dec,12,2021
Flowerstore.ph,4.0,Great,The flowers were even more wonderful…,The flowers were even more wonderful than I had expected!,5,3 days ago,1,MY,Invited,Feb,2,ago
Flowerstore.ph,4.0,Great,Wedding anniversary gift,The flowers were for my mom and dad for their anniversary. My mom sent me a voice message saying “I’m very happy”. She is. The flowers were prettily done and was delivered right on time. This was my 2nd order and they always promise to deliver what’s seen on the picture. Loves ❤️,5,26-Dec-21,1,PH,Invited,Dec,12,2021
Flowerstore.ph,4.0,Great,The flowers were fresh and received by…,The flowers were fresh and received by my wife on time. I'ts my first time to purchase flower online in the Philippines and I was very happy with your service. I hope for more promos this year. Thank you.,4,22-Mar-19,1,PH,Invited,Mar,3,2019
Flowerstore.ph,4.0,Great,Truth in Advertising,The flowers were fresh when they were delivered and were arranged as seen in the photo online.,5,27-Feb-20,1,PH,Invited,Feb,2,2020
Flowerstore.ph,4.0,Great,The flowers were great but you swamped…,The flowers were great but you swamped the wrong  note with another client's order. :/,3,26-Oct-18,1,PH,Verified,Oct,10,2018
Flowerstore.ph,4.0,Great,The flowers were lovely,The flowers were lovely. They gave a free rose.,5,2-Mar-19,1,PH,Verified,Mar,3,2019
Flowerstore.ph,4.0,Great,Thumbs Up!,The flowers/boquet are just arrived beautifully on time.. the driver is polite as well! Thanks satisfied customer here!,5,8-Jul-20,1,PH,Invited,Jul,7,2020
Ninja Van,1.2,Bad,Technical Issue + Failed Delivery,"The following is a nice description of my experience with Ninjavan. All support staff were extremely kind and helpful, but the company policy and certain delivery staff are simply horrendous. Missing package due to poor handling and technical issue, but there was nothing ninjavan could do about it.7 Apr 8AM:Ninjabot notifies me that parcel will be delivered on that day. Asks me to decide if I want the package to be delivered contactless. I select 'NOT contactless' since package theft is common in my area.7 Apr ~3PM:Delivery driver leaves package at the gate of my house, 1) In full view of the public and easily reachable by anyone walking by. 2) Left it despite my setting of 'NON contactless' delivery.Package was NOT there when I contacted my family members to check after I received the 'delivered' notification.8-13 Apr:I contacted ninjavan support staff for help on this issue. Long story but this was their exact reply:'After the investigation with my relevant team, we have check properly that there is a technical issue from our end(ninja  van) as it is not reflected in our system after you have choose to non- contactless. With that, I seek your apology on behalf Ninja Van team for this mistakes that has happen. And just to let you know, that our procedure for contactless delivery is the driver cannot failed the delivery as he need to make it completed in a day. Which is our standard procedure for contactless. And once our driver has left the parcel it is considered as a fulfilled delivery from our end. 'TLDR: 1) We made a technical error, but sorry we can't do anything about it.  2) Our drivers HAVE to complete the delivery in the same day no matter what, even if it means leaving the packages in an unsafe place OR even exposed to the weather for fragile packages.Have a nice day folks.",1,"Updated Apr 30, 2021",1,SG,Updated,Apr,4,2021
Learn to Trade Philippines,4.6,Excellent,Learn to Trade and Smartcharts,The forex class that I took with Learn to Trade has helped me understand forex charts better. I'm pretty confident that the class together with Smartcharts and their other support channels will help me as I start my forex trading journey.,5,23-Jun-21,1,PH,NULL,Jun,6,2021
Moneymax,4.8,Excellent,The freebies send to me 2 months after…,"The freebies send to me 2 months after the application, but its okay. Im happy because it is legit. Thanks",5,9-Feb-22,1,SG,Invited,Feb,2,2022
PLDT,1.1,Bad,The games i play go 999 ping 99 percent…,The games i play go 999 ping 99 percent of the time! so annoying!!,1,17-Feb-22,2,PH,NULL,Feb,2,2022
Globe Telecom,1.1,Bad,The globe at home internet is really…,The globe at home internet is really bad! The internet is so slow and the internet suddenly turns red every hour! If they cannot give the costumers what they deserve they should tell the costumers. Not telling them that it would be fix. Im hoping they could rix this problem.,1,24-Apr-20,1,PH,NULL,Apr,4,2020
Globe Telecom,1.1,Bad,The globe at home internet is really…,The globe at home internet is really bad! The internet is so slow and the internet suddenly turns red every hour! If they cannot give the costumers what they deserve they should tell the costumers. Not telling them that it would be fix. Im hoping they could rix this problem.,1,"Apr. 24, 2020",1,PH,NULL,Apr,4,2020
Learn to Trade Philippines,4.6,Excellent,The good thing I experienced with Learn…,"The good thing I experienced with Learn to Trade is their method and mode of teaching.  Comparing with the way we were taught in college and post-graduate courses, I strongly agree with the method this course on trading with the way they are conducting it.  Your system is practical and real-time.  Despite that it was delivered via zoom online class, it is as effective as compared with the face-to-face.  I am commending the gentlemen and ladies who took the efforts to prepare such a superb training like this one.  Thank you so much Learn-to-Trade and also with the SmartChart.",5,Updated 25 May 2021,1,PH,Updated,May,5,2021
PLDT,1.1,Bad,"PLDT, the Destroyer of Mental Health","The handlers of this stupid trash ISP are corrupt money-grabbing pieces of garbage. Had a 50mbps plan for $35 and all I get is 5mbps(500kb). Gets more slower everytime a maintenance happens. Customer service is almost non-existent or maybe because they only have 1 person to handle millions of complaints from their customers. Plus when they send you your bill, you need to pay immediately unless you want your internet cut immediately after 2 minutes of not paying. They're not even trying to improve their services because they only have one competitor which is also garbage but better at fixing problems and customer service. All of their community platforms online are filled with enraged people losing their minds and complaining about how trash their service is. In rare cases, a college student committed suicide just because he couldn't pass his requirements in time and failed his class due to slow internet. This just shows that they are heartless scumbags who only cares about money.",1,4 days ago,1,PH,NULL,Feb,2,ago
LBC Express,1.2,Bad,The hell bakit pag foreign company…,The hell bakit pag foreign company servuces based here in the philippines mabibilis ang process at serbisyo nila. Here at LBC novaliches baya apat lang na customer small items pa inaabut ng 25years for them to process accomodate. Subrang bagal at kupad ng mga staff ng LBC kahit saan ka pumunta. Eversince I was never satisfied sa service ng LBC... SOOO POOR SERVICE UNFRIENDLY PA MGA STAFF. Kung pede lang NO STAR at all dahil negative service......,1,"Updated Nov 18, 2020",1,PH,Updated,Nov,11,2020
LBC Express,1.2,Bad,The hell bakit pag foreign company…,The hell bakit pag foreign company servuces based here in the philippines mabibilis ang process at serbisyo nila. Here at LBC novaliches baya apat lang na customer small items pa inaabut ng 25years for them to process accomodate. Subrang bagal at kupad ng mga staff ng LBC kahit saan ka pumunta. Eversince I was never satisfied sa service ng LBC... SOOO POOR SERVICE UNFRIENDLY PA MGA STAFF. Kung pede lang NO STAR at all dahil negative service......,1,Updated 18 Nov 2020,1,PH,Updated,Nov,11,2020
Learn to Trade Philippines,4.6,Excellent,Good Way to Start Learning Forex,The initial training is tailor-fit for persons like me who doesn't have a background yet in currency trading.  Smartchart is a helpful tool to use for beginners to help them analyze the trade and manage the risk.,5,18-Jul-21,1,PH,NULL,Jul,7,2021
Flowerstore.ph,4.0,Great,"Easy Transaction, quality flowers with a very affordable price.",The initial transaction was very easy. Instructions were given on the onset. Delivery was on time and the quality of the flowers are great. Especially the packaging.,5,12-Oct-18,1,PH,Verified,Oct,10,2018
Moneymax,4.8,Excellent,The instruction to your rider was not…,"The instruction to your rider was not clear. He called me that day and he’s looking for me in Alaminos, Pangasinan when I indicated my hometown address is in Alaminos, Laguna. Therefore, you gave me an additional week just to receive it. It’s minimal mistakes somehow. It’s better than I got one than nothing after all.",4,8-Sep-21,1,PH,Invited,Sep,9,2021
Singlife Philippines,4.6,Excellent,I like Singlife,The insurance looks interesting and reliable.,5,"Oct. 29, 2021",1,PH,Invited,Oct,10,2021
Singlife Philippines,4.6,Excellent,Experience with Singlife Philippines Insurance,The insurance that Singlife Philippines via GCash offers is cheaper than the ones that Pioneer Insurance via PayMaya offers. I made a research with the two (Singlife Philippines and Pioneer Philippines) with regard to the insurance that relates to the COVID-19. I prefer to buy Singlife Philippines. Please continue to offer insurances that are cheap where ordinary Filipino people can afford the said offers.,5,"Oct. 20, 2021",1,PH,Invited,Oct,10,2021
PawnHero & Marketplace,4.2,Great,The interest is really high which is…,The interest is really high which is not suitable for short term loan. The item that I pawned was in an excellent condition but they only offered me s very small amount that can't cover to pay my existing debt.,2,17-Feb-20,1,PH,Verified,Feb,2,2020
PLDT,1.1,Bad,Problem with internet connection,The internet connection is very slow please fix it.,1,1-Jun-20,1,PH,NULL,Jun,6,2020
PLDT,1.1,Bad,Slower than Pluto,"The internet is so bad, the router needs to be fixed every other month. Even though you're the only one using the thing it gives you so slow internet the freakin pluto can revolve around the sun before it takes PLDT to fix itself!!!",1,9-Aug-20,1,PH,NULL,Aug,8,2020
Globe Telecom,1.1,Bad,The internet is so slow sometimes it…,The internet is so slow sometimes it has no internet even we pay monthly i hate the service its to slow even u promote black pink theres no change in the service i hope your company fail,1,"Updated Feb. 1, 2021",1,PH,Updated,Feb,2,2021
Globe Telecom,1.1,Bad,The internet is so slow sometimes it…,The internet is so slow sometimes it has no internet even we pay monthly i hate the service its to slow even u promote black pink theres no change in the service i hope your company fail,1,Updated 1 Feb 2021,1,PH,Updated,Feb,2,2021
Globe Telecom,1.1,Bad,The internet is so slow sometimes it…,The internet is so slow sometimes it has no internet even we pay monthly i hate the service its to slow even u promote black pink theres no change in the service i hope your company fail,1,"Updated Feb 1, 2021",1,PH,Updated,Feb,2,2021
PLDT,1.1,Bad,The internet is very slow and they…,The internet is very slow and they don't have a plan to upgrade their internet speed. And their service is trash.,1,22-Jun-20,1,PH,NULL,Jun,6,2020
PLDT,1.1,Bad,I absolutely hate it,The internet keeps disconnecting I absolutely hate it,1,23-Aug-20,1,PH,NULL,Aug,8,2020
Globe Telecom,1.1,Bad,The internet never got reliable and the…,The internet never got reliable and the service is not good and not trustable if whoever see this dont use globe!!!!,1,13-Jul-20,1,PH,NULL,Jul,7,2020
Globe Telecom,1.1,Bad,The internet never got reliable and the…,The internet never got reliable and the service is not good and not trustable if whoever see this dont use globe!!!!,1,"Jul. 13, 2020",1,PH,NULL,Jul,7,2020
PLDT,1.1,Bad,Useless!!!,"The internet speed in using mobile data is the same in the internet speed in PLDT home prepaid wifi... I thought the internet speed will be faster than before but... 🤦‍♂️And PLDT remove famload 15, and 50...We cannot avail anymore 200 pesos for 1 week...",1,12-Aug-20,1,PH,NULL,Aug,8,2020
Globe Telecom,1.1,Bad,The internet sucks,The internet sucks. Globe only wants money,1,30-Sep-20,1,PH,NULL,Sep,9,2020
Globe Telecom,1.1,Bad,The internet sucks,The internet sucks. Globe only wants money,1,"Sep. 30, 2020",1,PH,NULL,Sep,9,2020
Mabuhay Travel,4.9,Excellent,The issuance of e-ticket needs to…,"The issuance of e-ticket needs to follow immediately right after payment to avoid a bit of anxiety overnight on the part of the customer, anyhow it follows in the morning. All the rest are fine and easier communication with the politeness of all the staff and it is indeed recommendable. Many thanks.",4,10-Aug-19,2,GB,Verified,Aug,8,2019
PawnHero & Marketplace,4.2,Great,Invalid Authentication / Dispute,"The item (TW STEEL CANTEEN BRACELET) pawned was not approved even though I was able to pawn it TWICE (when one of your authentication specialists confirmed it)  yet you're saying in your system generated response it was not legit.H7Z3RN and U52QF3 were the ticket numbers. Yes,it is legit and I bought it at local authorized reseller in Ortigas Center!One of your team who did the authentication must have made a mistake and did not check it very well!Please contact me if you have any questions or call me to this number 09087796420",1,24-Mar-18,2,PH,Invited,Mar,3,2018
LBC Express,1.2,Bad,"Inefficient, unreliable, and super-delayed shipping","The item I ordered is in-transit for almost a month now and right now they still shipped my parcel to Pagadian City despite the fact that we live in Dipolog City. The way they move their cargoes is super inefficient especially this time of the pandemic that moving from one province to another would cause a delay of movement. I no longer buying to their excuse of cargo volume or something since other couriers delivered the items I ordered at the same day for less than a week and with that being said the overseas package I ordered that is delivered by ninjavan arrived faster than the locally bought item that LBC is currently shipping. The fact that the overseas package arrived first is such an embarassment to the company and such a dissapointment to my part. Ninja van and Jnt shipped their cargos from Manila directly to Dipolog via Dapitan port, galas port, or ozamis port in which there are lesser obstruction than shipping them to Zamboanga first before Dipolog. LBC is supposed to be awaken already by now, the fact that their competitors have more efficient and reliable service is such a contrast to their service. LBC, you gotta step up your game or lose to someone else.",1,27-Aug-20,1,PH,NULL,Aug,8,2020
Lazada,1.5,Bad,The item I ordered was supposedly…,The item I ordered was supposedly delivered but recipient was waiting for nothing. I trusted LAZADA as my old mother can not shop for herself. My gut tells me not to trust Philippine online transactions I should have listened to my guts. Philippines is full of dishonest and corrupt people even stealing old people stuff.,1,23-Aug-20,1,US,NULL,Aug,8,2020
THEKULT.COM,3.8,Great,The item arrived just on time before my…,The item arrived just on time before my dad's bday.It was a hassle free teansaction.thanks the kult!,4,4-Jun-20,1,PH,Verified,Jun,6,2020
Flowerstore.ph,4.0,Great,The item i ordered was replaced correct…,The item i ordered was replaced correct and beautiful.my girlfriend loves the flowers,5,4-Jan-19,1,PH,Verified,Jan,1,2019
THEKULT.COM,3.8,Great,The item i received was damaged,"The item i received was damaged, I tried to coordinate but there was no response.",1,24-Jun-20,1,PH,Verified,Jun,6,2020
THEKULT.COM,3.8,Great,packed well,"The item is packed well, and legit",5,22-Jun-20,1,PH,Verified,Jun,6,2020
Flowerstore.ph,4.0,Great,The item received was not the same in…,The item received was not the same in the picture. I thought it was a full blanket shirt. But turned out it was like a poncho instead. The cloth/material used was also not stated in the item details. I find the item priced high vs actual product.,3,29-Dec-21,1,PH,Invited,Dec,12,2021
THEKULT.COM,3.8,Great,The item's smell doesnt stay long,The item's smell doesnt stay long. It seems fake just like water,1,9-Jun-20,1,PH,Verified,Jun,6,2020
THEKULT.COM,3.8,Great,Affordable scents!,The items are legit and affordable with no hassle shipping! Recommended The Kult to my friends already!,5,10-Mar-20,1,PH,Invited,Mar,3,2020
THEKULT.COM,3.8,Great,The items initially delivered was…,The items initially delivered was incomplete yet they provided the lacking item right away. Kudos to the Kult.,5,12-Sep-19,1,PH,Verified,Sep,9,2019
THEKULT.COM,3.8,Great,The items were well packed and got it…,The items were well packed and got it in good condition.,5,10-Feb-20,1,PH,Verified,Feb,2,2020
THEKULT.COM,3.8,Great,The kult is very nice platform when it…,The kult is very nice platform when it comes to beauty needs.They are also very accommodating when you follow up for your purchase order.I will definitely recommend it with my friends.👍👍👍,5,11-Mar-20,1,PH,Invited,Mar,3,2020
Mabuhay Travel,4.9,Excellent,Booking flight,The lady named Joy was very helpful to me. Wonderful service .,5,25-Feb-18,1,GB,NULL,Feb,2,2018
Singlife Philippines,4.6,Excellent,The life coverage is high,"The life coverage is high, premium payment is low, payment is very accessible anywhere, and trusted company.",5,"Oct. 29, 2021",1,PH,Invited,Oct,10,2021
TawagPinas.com,4.5,Excellent,The line was not clear,"The line was not clear, i wasted money for this service. My experienced using this app  was not acceptable anymore. They said they already checked and i just needed to check my connection etc.and did what they said but it didn't change my problem. It was always still the same.. I still need to repeat many times what i was saying. It's been like this for many times. When i make calls i needed to re dial again and again bcoz the other party can't hear me..or sometimes i thought i talked to my loved one's but it was a diffrent person on the other line. That was real..really crazy!!",1,Updated 28 Apr 2020,2,US,Updated,Apr,4,2020
Mabuhay Travel,4.9,Excellent,The mabuhay travel especially the their…,The mabuhay travel especially the their agents like Melissa was so helpful.highly recommended 👌,5,20-Jan-21,2,GB,NULL,Jan,1,2021
TawagPinas.com,4.5,Excellent,Money not processed.,"The money the I sent took 3 weeks to be processed, then it refunded back to the receiver (that’s me) before long ordeal of reaching out to them. I requested to talk to a supervisor but no one reached out for me or even let me know what was the reason of taking such a long time as promised from your advertisements ‘money same day, or instant money’ delivery. This is not right and I am filing a case against this company",1,25-Feb-21,1,US,Verified,Feb,2,2021
Moneymax,4.8,Excellent,Very responsive =),The moneymax personnel (Princess) who handled my concerns and request was very accommodating and responsive.,5,17-Dec-21,1,PH,Invited,Dec,12,2021
PNXBET,4.8,Excellent,Pnxbet,The most awesome betting site if ever tried.. worth trying and trustworthy enough to use.. Or 194997131 id number,5,23-Mar-20,1,PH,NULL,Mar,3,2020
Mabuhay Travel,4.9,Excellent,The most helpful and the nicest travel…,The most helpful and the nicest travel agent I’ve ever encounter . Super fast and easy transaction. Thank you Ms. Chloe. Looking forward for more bookings in the future.,5,7-Jun-18,1,GB,Verified,Jun,6,2018
Ninja Van,1.2,Bad,The most horrendous delivery service,The most horrendous delivery service. Lost my item and even after 2 weeks give excuses that there is a technical issue. I plead to shopee and lazada sellers not to go with ninja van delivery else you will have a hard time to deal with this pathetic company!,1,28-May-20,2,SG,NULL,May,5,2020
